70041357,Hafiz Ismail,70041357@curtin.edu.my,CMDP1023,Tutorial
70042894,Priya Devi,70042894@curtin.edu.my,CMFP2034,Lecture
70043512,Adam Razak,70043512@curtin.edu.my,CMDP1023,Lecture
70044768,Sophia Lim,70044768@curtin.edu.my,CMDP1023,Tutorial
70045639,Iman Hakim,70045639@curtin.edu.my,CMFP2034,Tutorial
70046281,Rachel Tan,70046281@curtin.edu.my,CMDP1023,Lecture
70047953,Azhar Yusof,70047953@curtin.edu.my,CMFP2034,Lecture
70048417,Jennifer Lee,70048417@curtin.edu.my,CMDP1023,Tutorial
70049564,Nadhirah Aziz,70049564@curtin.edu.my,CMDP1023,Lecture
70050892,Ethan Ng,70050892@curtin.edu.my,CMFP2034,Tutorial
70051726,Nadia Hassan,70051726@curtin.edu.my,CMDP1023,Tutorial
70052483,Bryan Tan,70052483@curtin.edu.my,CMFP2034,Lecture
70053614,Intan Suraya,70053614@curtin.edu.my,CMDP1023,Lecture
70054927,Jason Wong,70054927@curtin.edu.my,CMDP1023,Tutorial
70055361,Zainab Omar,70055361@curtin.edu.my,CMFP2034,Tutorial
70056748,Matthew Lim,70056748@curtin.edu.my,CMDP1023,Lecture
70057195,Suhaila Yusri,70057195@curtin.edu.my,CMFP2034,Lecture
70058632,Justin Lee,70058632@curtin.edu.my,CMDP1023,Tutorial
70059874,Mariam Abdullah,70059874@curtin.edu.my,CMDP1023,Lecture
70060218,Timothy Koh,70060218@curtin.edu.my,CMFP2034,Tutorial
70061543,Diana Razak,70061543@curtin.edu.my,CMDP1023,Lecture
70062796,Idris Fahmi,70062796@curtin.edu.my,CMFP2034,Tutorial
70063421,Olivia Tan,70063421@curtin.edu.my,CMDP1023,Tutorial
70064687,Khalid Hafiz,70064687@curtin.edu.my,CMDP1023,Lecture
70065934,Chloe Wong,70065934@curtin.edu.my,CMFP2034,Lecture
70066572,Iskandar Shah,70066572@curtin.edu.my,CMDP1023,Tutorial
70067819,Grace Lim,70067819@curtin.edu.my,CMFP2034,Lecture
70068453,Hakim Zulkarnain,70068453@curtin.edu.my,CMDP1023,Lecture
70069781,Isabella Ng,70069781@curtin.edu.my,CMDP1023,Tutorial
Student ID, Name, Email, Course, Class Type
70070624,Syukri Azman,70070624@curtin.edu.my,CMFP2034,Tutorial
70071358,Victoria Lee,70071358@curtin.edu.my,CMDP1023,Lecture
70072945,Farhan Amin,70072945@curtin.edu.my,CMFP2034,Lecture
70073516,Amelia Tan,70073516@curtin.edu.my,CMDP1023,Tutorial
70074829,Danial Hariz,70074829@curtin.edu.my,CMDP1023,Lecture
70075642,Charlotte Koh,70075642@curtin.edu.my,CMFP2034,Tutorial
70076381,Luqman Arif,70076381@curtin.edu.my,CMDP1023,Lecture
70077594,Emma Wong,70077594@curtin.edu.my,CMFP2034,Tutorial
70078216,Haziq Iqbal,70078216@curtin.edu.my,CMDP1023,Tutorial
70079863,Mia Lim,70079863@curtin.edu.my,CMDP1023,Lecture
70080437,Irfan Danish,70080437@curtin.edu.my,CMFP2034,Lecture
70081752,Sophie Tan,70081752@curtin.edu.my,CMDP1023,Tutorial
70082596,Ilham Akmal,70082596@curtin.edu.my,CMFP2034,Lecture
70083214,Ella Lee,70083214@curtin.edu.my,CMDP1023,Lecture
70084968,Azim Fadhil,70084968@curtin.edu.my,CMDP1023,Tutorial
70085731,Ava Ng,70085731@curtin.edu.my,CMFP2034,Tutorial
70086425,Arif Hakimi,70086425@curtin.edu.my,CMDP1023,Lecture
70087679,Lily Wong,70087679@curtin.edu.my,CMFP2034,Lecture
70088342,Zafran Iqbal,70088342@curtin.edu.my,CMDP1023,Tutorial
70089517,Ruby Tan,70089517@curtin.edu.my,CMDP1023,Lecture
70090864,Fikri Afiq,70090864@curtin.edu.my,CMFP2034,Tutorial
70091273,Scarlett Lim,70091273@curtin.edu.my,CMDP1023,Lecture
70092548,Hamzah Irfan,70092548@curtin.edu.my,CMFP2034,Tutorial
70093761,Zoe Koh,70093761@curtin.edu.my,CMDP1023,Tutorial
70094385,Naufal Zikri,70094385@curtin.edu.my,CMDP1023,Lecture
70095629,Stella Lee,70095629@curtin.edu.my,CMFP2034,Lecture
70096842,Raihan Asyraf,70096842@curtin.edu.my,CMDP1023,Tutorial
70097514,Violet Ng,70097514@curtin.edu.my,CMFP2034,Lecture
70098376,Danial Fitri,70098376@curtin.edu.my,CMDP1023,Lecture
70099621,Aurora Tan,70099621@curtin.edu.my,CMDP1023,Tutorial
70100000,Haikal Zain,70100000@curtin.edu.my,CMFP2034,Tutorial
